# This file contains the data of final population
# of objectives = 2, # of constraints = 0, # of real_var = 30, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
2.500000e+05	4.000000e-06	2.456535e-06	2.003068e-06	3.768141e-06	2.236084e-06	3.656168e-06	2.316026e-06	2.102277e-06	1.971454e-06	3.458317e-06	2.894384e-06	1.927046e-06	1.810417e-06	1.554958e-06	2.542571e-06	1.808967e-06	3.763413e-06	2.676141e-06	1.918302e-06	1.624471e-06	1.796558e-06	2.159560e-06	1.854250e-06	2.737641e-06	2.592068e-06	3.074132e-06	1.820765e-06	1.955584e-06	2.736954e-06	3.252781e-06	4.000000e-06	0.000000e+00	1	1.000000e+14
1.000000e+06	1.000000e-06	1.034126e-06	2.455969e-06	1.584383e-06	1.875653e-06	3.955138e-06	1.569769e-06	2.741832e-06	2.867695e-06	1.688866e-06	2.150149e-06	2.920910e-06	2.260406e-06	3.465596e-06	3.524914e-06	2.577127e-06	2.267669e-06	2.206394e-06	1.634071e-06	2.089977e-06	2.519980e-06	1.238250e-06	2.330318e-06	3.048455e-06	1.505077e-06	3.310243e-06	1.794980e-06	1.671799e-06	2.220833e-06	1.689242e-06	1.000000e-06	0.000000e+00	1	1.000000e+14
8.543861e+05	1.170431e-06	2.609636e-06	1.134455e-06	2.441118e-06	3.411331e-06	1.615738e-06	1.424318e-06	1.689489e-06	3.843253e-06	3.551195e-06	1.360133e-06	2.055680e-06	2.914545e-06	2.918930e-06	1.727181e-06	3.208342e-06	3.245519e-06	1.795280e-06	1.516392e-06	2.412009e-06	2.897165e-06	1.734722e-06	1.456050e-06	2.289030e-06	3.663655e-06	3.754603e-06	2.282537e-06	3.648154e-06	3.755892e-06	3.125616e-06	1.170431e-06	0.000000e+00	1	1.947597e-02
4.989292e+05	2.004293e-06	1.808962e-06	1.336930e-06	1.410778e-06	2.154624e-06	3.717378e-06	1.818268e-06	1.884340e-06	1.600902e-06	3.844626e-06	3.883671e-06	1.908059e-06	1.805759e-06	2.540600e-06	2.982470e-06	1.689664e-06	1.563236e-06	2.283835e-06	2.060873e-06	3.356007e-06	1.777899e-06	2.490721e-06	1.710368e-06	2.452230e-06	3.156949e-06	3.609829e-06	2.034671e-06	1.063115e-06	2.458164e-06	3.109113e-06	2.004293e-06	0.000000e+00	1	1.715752e-02
4.304783e+05	2.322997e-06	1.808962e-06	1.336930e-06	1.410778e-06	2.154624e-06	3.902623e-06	3.856452e-06	2.551959e-06	1.540619e-06	3.794315e-06	3.729769e-06	2.269431e-06	1.714228e-06	2.467268e-06	2.806739e-06	2.514035e-06	1.439392e-06	2.283835e-06	1.926124e-06	3.361937e-06	1.776543e-06	1.827427e-06	3.983547e-06	2.429341e-06	2.483796e-06	3.990819e-06	2.028945e-06	1.100843e-06	2.458252e-06	3.109113e-06	2.322997e-06	0.000000e+00	1	1.516678e-02
3.158946e+05	3.165613e-06	1.733687e-06	1.072755e-06	1.858488e-06	2.685486e-06	3.249984e-06	1.326184e-06	2.674265e-06	1.597979e-06	2.231894e-06	2.152363e-06	1.268899e-06	3.056148e-06	3.564919e-06	2.912215e-06	3.804922e-06	1.373123e-06	1.880244e-06	2.622921e-06	2.045563e-06	2.593993e-06	2.817877e-06	1.101046e-06	2.103809e-06	2.313179e-06	3.460582e-06	1.906254e-06	2.696147e-06	1.703086e-06	2.290992e-06	3.165613e-06	0.000000e+00	1	1.435520e-02
6.582187e+05	1.519252e-06	3.325211e-06	3.228363e-06	2.398402e-06	2.786754e-06	3.807483e-06	1.000339e-06	2.054522e-06	2.748047e-06	3.351051e-06	3.928776e-06	3.751727e-06	2.841477e-06	3.386316e-06	2.751233e-06	3.152464e-06	1.464775e-06	3.629734e-06	1.007636e-06	1.341728e-06	2.946571e-06	2.320869e-06	1.381698e-06	2.358738e-06	1.950951e-06	3.520821e-06	2.956204e-06	3.525963e-06	1.430897e-06	3.045446e-06	1.519252e-06	0.000000e+00	1	1.424490e-02
3.030435e+05	3.299856e-06	2.577899e-06	1.170976e-06	2.316103e-06	2.243495e-06	2.044480e-06	2.210629e-06	1.015317e-06	3.311145e-06	3.910023e-06	1.069467e-06	3.780628e-06	3.145429e-06	1.808137e-06	2.413565e-06	3.427063e-06	3.400291e-06	3.393732e-06	2.372362e-06	3.353034e-06	1.433553e-06	1.932864e-06	1.573229e-06	3.281541e-06	3.335358e-06	2.655904e-06	2.435400e-06	1.019630e-06	3.647608e-06	1.016999e-06	3.299856e-06	0.000000e+00	1	1.311706e-02
3.413189e+05	2.929812e-06	3.099072e-06	3.736666e-06	1.616552e-06	2.139010e-06	3.395575e-06	2.524100e-06	1.070450e-06	1.254624e-06	3.014550e-06	1.949560e-06	2.209889e-06	3.399699e-06	1.725388e-06	2.539787e-06	2.964231e-06	2.571484e-06	3.966418e-06	2.080620e-06	3.925524e-06	2.132483e-06	3.551228e-06	3.209208e-06	2.121342e-06	3.573008e-06	1.241785e-06	2.052890e-06	1.323945e-06	1.394394e-06	3.508969e-06	2.929812e-06	0.000000e+00	1	1.307610e-02
8.261477e+05	1.210437e-06	3.218516e-06	3.270839e-06	3.378893e-06	2.796378e-06	1.609231e-06	2.710113e-06	2.670832e-06	2.814851e-06	3.692925e-06	2.018965e-06	3.068214e-06	2.625375e-06	1.612281e-06	2.670237e-06	3.514778e-06	2.943395e-06	2.902470e-06	1.976711e-06	3.958935e-06	2.270467e-06	1.124889e-06	2.012305e-06	3.502362e-06	2.209632e-06	3.164228e-06	1.812287e-06	2.229505e-06	3.553848e-06	2.357810e-06	1.210437e-06	0.000000e+00	1	1.285542e-02
3.567556e+05	2.803040e-06	2.965790e-06	1.631486e-06	1.795773e-06	2.299720e-06	2.514215e-06	1.179255e-06	1.387207e-06	2.899526e-06	3.703519e-06	1.421294e-06	1.613233e-06	3.064204e-06	1.494157e-06	3.005423e-06	3.565547e-06	3.036635e-06	2.685480e-06	1.624806e-06	2.067160e-06	2.655561e-06	2.154110e-06	3.739999e-06	3.246641e-06	2.836298e-06	3.405372e-06	1.521893e-06	1.664020e-06	1.627439e-06	1.494365e-06	2.803040e-06	0.000000e+00	1	1.281743e-02
3.213710e+05	3.111669e-06	1.664951e-06	1.364889e-06	1.682142e-06	2.995755e-06	3.152019e-06	2.305229e-06	2.062854e-06	1.555637e-06	2.953332e-06	3.676725e-06	3.965424e-06	3.572722e-06	3.535264e-06	1.838091e-06	3.484535e-06	3.531644e-06	3.516960e-06	2.637647e-06	1.072452e-06	2.696732e-06	3.880290e-06	1.403088e-06	2.148647e-06	1.732349e-06	2.318210e-06	1.672248e-06	2.426538e-06	1.871094e-06	2.021141e-06	3.111669e-06	0.000000e+00	1	1.264163e-02
3.357615e+05	2.978304e-06	1.168064e-06	3.272499e-06	2.447605e-06	3.799990e-06	3.312869e-06	3.796516e-06	2.561599e-06	1.505583e-06	3.298978e-06	2.275460e-06	3.271799e-06	3.178156e-06	3.322489e-06	2.989244e-06	3.300944e-06	2.467875e-06	2.940778e-06	1.384363e-06	2.169123e-06	1.811423e-06	2.099834e-06	1.882930e-06	3.822686e-06	1.561217e-06	1.572947e-06	2.973388e-06	3.994885e-06	1.916127e-06	1.981686e-06	2.978304e-06	0.000000e+00	1	1.255963e-02
6.504286e+05	1.537448e-06	2.935088e-06	1.238309e-06	2.654921e-06	2.756893e-06	2.894936e-06	2.299559e-06	1.356069e-06	1.284742e-06	2.427140e-06	3.277285e-06	3.063936e-06	1.278985e-06	3.699781e-06	2.790892e-06	3.429684e-06	2.135943e-06	3.516365e-06	1.703409e-06	1.006802e-06	3.933589e-06	2.419763e-06	3.751520e-06	3.488896e-06	2.782955e-06	1.864713e-06	1.256993e-06	1.136312e-06	1.773118e-06	1.323898e-06	1.537448e-06	0.000000e+00	1	1.248141e-02
8.123139e+05	1.231051e-06	1.690706e-06	1.312674e-06	2.373128e-06	1.515329e-06	3.917040e-06	3.144953e-06	1.331460e-06	1.619722e-06	3.028350e-06	3.370892e-06	2.202544e-06	2.981541e-06	3.138896e-06	2.899187e-06	3.441689e-06	2.392208e-06	3.773072e-06	2.870403e-06	1.168039e-06	2.189403e-06	1.475361e-06	1.880071e-06	2.868706e-06	2.187804e-06	3.453230e-06	2.346049e-06	3.569785e-06	1.907314e-06	1.679069e-06	1.231051e-06	0.000000e+00	1	1.232383e-02
3.057767e+05	3.270361e-06	2.384998e-06	3.965944e-06	3.997556e-06	1.394175e-06	3.522738e-06	1.306322e-06	2.505822e-06	3.434026e-06	1.222750e-06	1.465306e-06	1.073488e-06	2.251694e-06	3.418107e-06	3.230622e-06	3.064229e-06	1.631016e-06	3.994517e-06	1.755042e-06	2.036616e-06	3.263815e-06	1.853055e-06	2.273356e-06	2.599449e-06	1.898756e-06	1.211091e-06	2.903824e-06	1.012098e-06	2.324813e-06	2.553087e-06	3.270361e-06	0.000000e+00	1	1.221791e-02
6.891468e+05	1.451070e-06	2.226691e-06	1.007286e-06	2.953447e-06	1.167405e-06	2.005914e-06	3.828604e-06	3.014315e-06	2.533154e-06	3.253975e-06	1.619777e-06	2.376007e-06	3.199101e-06	1.605973e-06	3.283753e-06	3.708678e-06	3.928390e-06	3.071210e-06	3.687931e-06	2.084200e-06	2.327577e-06	3.007504e-06	3.905962e-06	2.807218e-06	1.753058e-06	3.669586e-06	1.935330e-06	1.477000e-06	2.729566e-06	3.142481e-06	1.451070e-06	0.000000e+00	1	1.221412e-02
5.402253e+05	1.851079e-06	3.064239e-06	1.751240e-06	3.297149e-06	2.796378e-06	2.693912e-06	2.727166e-06	2.106144e-06	2.814851e-06	3.813838e-06	2.133838e-06	3.421564e-06	2.614998e-06	1.559205e-06	3.734392e-06	3.428020e-06	3.267212e-06	2.949471e-06	1.956028e-06	2.702169e-06	2.098630e-06	3.044560e-06	3.524995e-06	3.502362e-06	3.431794e-06	3.995973e-06	3.862708e-06	1.292672e-06	1.472417e-06	2.406675e-06	1.851079e-06	0.000000e+00	1	1.220934e-02
6.204257e+05	1.611797e-06	2.233925e-06	1.556944e-06	3.549558e-06	2.074328e-06	1.967688e-06	1.238761e-06	3.189331e-06	2.894011e-06	3.157345e-06	1.423465e-06	2.659642e-06	2.333769e-06	2.393940e-06	3.990583e-06	3.792467e-06	3.618262e-06	2.697970e-06	3.099435e-06	3.755126e-06	1.758608e-06	1.265985e-06	3.386040e-06	1.546994e-06	2.167789e-06	3.781697e-06	2.575427e-06	1.164613e-06	2.674248e-06	2.528964e-06	1.611797e-06	0.000000e+00	1	1.216569e-02
