2.500000e+05	4.000000e-06
1.000000e+06	1.000000e-06
8.543861e+05	1.170431e-06
4.989292e+05	2.004293e-06
4.304783e+05	2.322997e-06
3.158946e+05	3.165613e-06
6.582187e+05	1.519252e-06
3.030435e+05	3.299856e-06
3.413189e+05	2.929812e-06
8.261477e+05	1.210437e-06
3.567556e+05	2.803040e-06
3.213710e+05	3.111669e-06
3.357615e+05	2.978304e-06
6.504286e+05	1.537448e-06
8.123139e+05	1.231051e-06
3.057767e+05	3.270361e-06
6.891468e+05	1.451070e-06
5.402253e+05	1.851079e-06
6.204257e+05	1.611797e-06
3.603051e+05	2.775426e-06
3.004888e+05	3.327912e-06
6.464257e+05	1.546968e-06
4.358580e+05	2.294325e-06
8.643475e+05	1.156942e-06
2.758415e+05	3.625271e-06
9.895193e+05	1.010592e-06
5.111496e+05	1.956374e-06
3.284586e+05	3.044524e-06
4.113934e+05	2.430763e-06
4.581999e+05	2.182453e-06
7.472604e+05	1.338222e-06
8.837722e+05	1.131513e-06
9.179222e+05	1.089417e-06
4.011850e+05	2.492616e-06
8.425990e+05	1.186804e-06
7.199515e+05	1.388982e-06
9.373048e+05	1.066889e-06
3.767017e+05	2.654620e-06
9.248421e+05	1.081266e-06
6.134684e+05	1.630076e-06
6.813858e+05	1.467597e-06
3.242213e+05	3.084313e-06
8.902700e+05	1.123255e-06
4.172036e+05	2.396911e-06
2.569805e+05	3.891345e-06
6.933670e+05	1.442238e-06
8.998240e+05	1.111328e-06
7.845165e+05	1.274670e-06
8.399549e+05	1.190540e-06
2.626627e+05	3.807164e-06
8.257806e+05	1.210975e-06
7.290015e+05	1.371739e-06
9.604302e+05	1.041200e-06
2.965869e+05	3.371693e-06
8.738366e+05	1.144379e-06
5.775512e+05	1.731448e-06
9.830170e+05	1.017276e-06
2.810334e+05	3.558295e-06
6.982674e+05	1.432116e-06
4.188224e+05	2.387647e-06
4.427054e+05	2.258838e-06
2.613126e+05	3.826834e-06
3.094571e+05	3.231466e-06
5.695836e+05	1.755669e-06
7.076578e+05	1.413112e-06
2.730350e+05	3.662533e-06
3.939651e+05	2.538296e-06
2.984540e+05	3.350600e-06
2.895548e+05	3.453578e-06
6.067596e+05	1.648099e-06
5.125051e+05	1.951200e-06
4.912892e+05	2.035461e-06
4.912892e+05	2.035461e-06
4.033782e+05	2.479063e-06
3.538122e+05	2.826359e-06
3.349093e+05	2.985883e-06
3.114521e+05	3.210767e-06
3.728236e+05	2.682233e-06
3.627795e+05	2.756495e-06
5.125051e+05	1.951200e-06
7.361086e+05	1.358495e-06
6.317058e+05	1.583015e-06
2.938677e+05	3.402892e-06
3.291540e+05	3.038091e-06
4.671630e+05	2.140580e-06
7.915670e+05	1.263317e-06
7.126234e+05	1.403266e-06
7.929407e+05	1.261128e-06
8.007469e+05	1.248834e-06
6.397681e+05	1.563066e-06
3.737956e+05	2.675259e-06
3.970914e+05	2.518312e-06
3.794173e+05	2.635620e-06
3.816892e+05	2.619932e-06
5.231209e+05	1.911604e-06
2.847503e+05	3.511849e-06
2.520914e+05	3.966815e-06
5.040968e+05	1.983746e-06
9.453467e+05	1.057813e-06
9.533713e+05	1.048909e-06
6.745632e+05	1.482441e-06
6.245111e+05	1.601252e-06
4.386774e+05	2.279579e-06
6.350504e+05	1.574678e-06
2.589344e+05	3.861982e-06
2.500693e+05	3.998892e-06
3.497330e+05	2.859324e-06
5.231209e+05	1.911604e-06
5.365520e+05	1.863752e-06
5.464371e+05	1.830037e-06
2.795193e+05	3.577570e-06
4.223845e+05	2.367511e-06
5.871449e+05	1.703157e-06
5.464371e+05	1.830037e-06
3.318046e+05	3.013822e-06
5.365520e+05	1.863752e-06
8.084029e+05	1.237007e-06
3.233680e+05	3.092452e-06
2.666199e+05	3.750658e-06
2.528108e+05	3.955527e-06
3.697003e+05	2.704894e-06
3.902152e+05	2.562689e-06
7.016561e+05	1.425200e-06
5.659447e+05	1.766957e-06
5.834457e+05	1.713956e-06
3.452331e+05	2.896594e-06
3.318046e+05	3.013822e-06
4.832727e+05	2.069225e-06
3.902152e+05	2.562689e-06
7.044292e+05	1.419589e-06
9.696808e+05	1.031267e-06
9.533713e+05	1.048909e-06
6.016022e+05	1.662228e-06
4.806069e+05	2.080702e-06
5.609637e+05	1.782647e-06
5.643653e+05	1.771902e-06
2.559944e+05	3.906336e-06
7.571990e+05	1.320657e-06
2.906463e+05	3.440608e-06
4.631356e+05	2.159195e-06
3.134998e+05	3.189794e-06
4.228577e+05	2.364862e-06
4.723113e+05	2.117248e-06
5.927832e+05	1.686957e-06
4.660993e+05	2.145466e-06
4.872571e+05	2.052304e-06
4.752279e+05	2.104254e-06
3.151625e+05	3.172966e-06
4.723113e+05	2.117248e-06
4.631356e+05	2.159195e-06
2.642739e+05	3.783953e-06
6.266199e+05	1.595864e-06
7.817311e+05	1.279212e-06
3.080260e+05	3.246479e-06
9.638838e+05	1.037469e-06
2.826437e+05	3.538024e-06
5.729070e+05	1.745484e-06
9.054019e+05	1.104482e-06
4.492672e+05	2.225847e-06
9.453467e+05	1.057813e-06
3.528069e+05	2.834412e-06
8.720481e+05	1.146726e-06
3.688828e+05	2.710888e-06
3.948692e+05	2.532484e-06
4.260520e+05	2.347131e-06
7.690984e+05	1.300224e-06
2.769131e+05	3.611241e-06
3.870184e+05	2.583857e-06
3.845199e+05	2.600645e-06
6.396931e+05	1.563250e-06
5.270317e+05	1.897419e-06
5.971082e+05	1.674738e-06
7.623974e+05	1.311652e-06
7.126234e+05	1.403266e-06
2.642739e+05	3.783953e-06
3.870184e+05	2.583857e-06
6.106213e+05	1.637676e-06
6.686390e+05	1.495575e-06
4.084854e+05	2.448068e-06
9.668636e+05	1.034272e-06
9.762875e+05	1.024288e-06
6.660930e+05	1.501292e-06
2.540674e+05	3.935964e-06
3.126822e+05	3.198136e-06
9.008092e+05	1.110113e-06
6.035192e+05	1.656948e-06
3.667359e+05	2.726758e-06
2.826437e+05	3.538024e-06
9.124070e+05	1.096002e-06
4.441019e+05	2.251735e-06
3.429470e+05	2.915902e-06
5.040971e+05	1.983745e-06
3.511504e+05	2.847782e-06
4.508597e+05	2.217985e-06
2.687781e+05	3.720541e-06
6.639617e+05	1.506111e-06
5.609637e+05	1.782647e-06
5.541010e+05	1.804725e-06
4.523942e+05	2.210461e-06
5.040971e+05	1.983745e-06
