8.054143e+03,3.984963e+04
2.009241e+04,1.600970e+04
1.151143e+04,2.781540e+04
1.200339e+04,2.674114e+04
1.641946e+04,1.954792e+04
1.019420e+04,3.144084e+04
9.827519e+03,3.270418e+04
1.228608e+04,2.635005e+04
1.101493e+04,2.918729e+04
9.998902e+03,3.214611e+04
1.172290e+04,2.742979e+04
1.038540e+04,3.090964e+04
1.537630e+04,2.089285e+04
1.966158e+04,1.633227e+04
1.088433e+04,2.965124e+04
1.985876e+04,1.620931e+04
1.572990e+04,2.056614e+04
1.676198e+04,1.921567e+04
1.361170e+04,2.390081e+04
1.715822e+04,1.875498e+04
1.433574e+04,2.262552e+04
1.339519e+04,2.396769e+04
1.324047e+04,2.420552e+04
1.627674e+04,1.981030e+04
1.509925e+04,2.134219e+04
1.283324e+04,2.506400e+04
1.249479e+04,2.586698e+04
1.805930e+04,1.778523e+04
1.270409e+04,2.535683e+04
8.484649e+03,3.780260e+04
1.494170e+04,2.152456e+04
1.133725e+04,2.836588e+04
8.105098e+03,3.958060e+04
1.613481e+04,2.000487e+04
1.064605e+04,3.021750e+04
9.092395e+03,3.542545e+04
1.255803e+04,2.552265e+04
1.377026e+04,2.362265e+04
1.733996e+04,1.855088e+04
8.861934e+03,3.621799e+04
1.233510e+04,2.609420e+04
8.680160e+03,3.708433e+04
9.285936e+03,3.461029e+04
1.885163e+04,1.711523e+04
9.743931e+03,3.294935e+04
1.754825e+04,1.829607e+04
1.861668e+04,1.724545e+04
1.478803e+04,2.170430e+04
1.119087e+04,2.863409e+04
9.671159e+03,3.323692e+04
8.392622e+03,3.833052e+04
1.186845e+04,2.708349e+04
1.780419e+04,1.804687e+04
1.587868e+04,2.026847e+04
8.950678e+03,3.577943e+04
1.392137e+04,2.310723e+04
1.010209e+04,3.175774e+04
1.598553e+04,2.018294e+04
1.697916e+04,1.890882e+04
1.943322e+04,1.650035e+04
1.823836e+04,1.761997e+04
9.511838e+03,3.390462e+04
1.295815e+04,2.484569e+04
1.792401e+04,1.800648e+04
8.411773e+03,3.819070e+04
9.391346e+03,3.424025e+04
1.900252e+04,1.689553e+04
9.205264e+03,3.502761e+04
1.448189e+04,2.231994e+04
8.714493e+03,3.686598e+04
8.272618e+03,3.873332e+04
1.410337e+04,2.300037e+04
2.007453e+04,1.602676e+04
8.573363e+03,3.744481e+04
1.301195e+04,2.469801e+04
8.773935e+03,3.658619e+04
1.454096e+04,2.205800e+04
1.415081e+04,2.271933e+04
1.690448e+04,1.902109e+04
1.075021e+04,2.997072e+04
8.195307e+03,3.916836e+04
1.843641e+04,1.745658e+04
1.046645e+04,3.082783e+04
1.870596e+04,1.715262e+04
1.005753e+04,3.194456e+04
1.575226e+04,2.051686e+04
1.082578e+04,2.994409e+04
1.744960e+04,1.841803e+04
9.405783e+03,3.414291e+04
1.052720e+04,3.047546e+04
8.270448e+03,3.876262e+04
9.595993e+03,3.348136e+04
1.130103e+04,2.837710e+04
8.206181e+03,3.916735e+04
1.110710e+04,2.887037e+04
1.311931e+04,2.444719e+04
8.807202e+03,3.640098e+04
8.556329e+03,3.749302e+04
1.937970e+04,1.654142e+04
1.831725e+04,1.753603e+04
