1.285735e+05,2.498746e-01
9.962002e+05,3.204308e-02
1.718568e+05,1.909337e-01
1.396330e+05,2.286506e-01
2.423818e+05,1.314114e-01
9.101402e+05,3.502806e-02
8.205038e+05,3.880089e-02
1.629489e+05,1.962324e-01
2.987621e+05,1.085833e-01
9.508025e+05,3.409932e-02
4.183374e+05,7.617476e-02
4.865757e+05,6.584426e-02
4.390319e+05,7.286636e-02
3.892334e+05,8.185095e-02
1.735937e+05,1.835475e-01
3.762892e+05,8.472358e-02
2.854236e+05,1.119299e-01
3.058372e+05,1.058430e-01
1.875476e+05,1.698712e-01
1.480085e+05,2.153109e-01
1.370378e+05,2.328394e-01
6.837282e+05,4.693678e-02
5.368052e+05,5.935314e-02
5.012719e+05,6.369585e-02
6.169566e+05,5.214890e-02
7.791225e+05,4.124072e-02
7.329173e+05,4.346441e-02
5.150430e+05,6.258209e-02
1.826861e+05,1.744201e-01
2.026786e+05,1.591574e-01
8.476708e+05,3.816753e-02
3.125816e+05,1.023398e-01
8.050119e+05,3.953881e-02
1.435384e+05,2.220238e-01
2.087050e+05,1.527586e-01
9.815519e+05,3.255322e-02
3.194509e+05,1.008606e-01
1.943648e+05,1.638760e-01
1.324567e+05,2.420528e-01
5.541405e+05,5.746352e-02
3.427491e+05,9.423888e-02
5.853233e+05,5.443112e-02
3.298102e+05,9.653674e-02
2.118754e+05,1.506486e-01
6.981483e+05,4.565997e-02
1.303718e+05,2.450332e-01
8.837654e+05,3.607427e-02
6.299064e+05,5.068580e-02
2.356336e+05,1.361930e-01
3.259988e+05,9.769395e-02
3.985712e+05,7.988257e-02
9.065995e+05,3.518205e-02
7.549070e+05,4.221033e-02
1.449554e+05,2.217085e-01
3.544335e+05,9.127358e-02
2.837072e+05,1.146343e-01
4.436405e+05,7.202202e-02
3.683739e+05,8.649121e-02
7.594847e+05,4.191509e-02
5.725847e+05,5.659518e-02
2.179613e+05,1.460784e-01
4.042384e+05,7.876983e-02
1.529726e+05,2.088256e-01
2.650368e+05,1.202533e-01
1.353151e+05,2.371485e-01
4.545904e+05,7.012189e-02
3.508197e+05,9.408547e-02
8.741249e+05,3.645985e-02
2.502643e+05,1.275275e-01
5.990261e+05,5.332790e-02
2.560001e+05,1.259192e-01
4.735070e+05,6.731612e-02
1.858224e+05,1.713936e-01
6.031266e+05,5.304548e-02
1.345133e+05,2.381795e-01
7.768063e+05,4.150829e-02
3.602932e+05,8.976010e-02
5.493185e+05,5.852018e-02
6.377532e+05,5.010590e-02
9.677399e+05,3.296544e-02
9.625194e+05,3.314121e-02
3.625862e+05,8.785475e-02
1.285761e+05,2.485507e-01
1.495202e+05,2.131777e-01
4.668365e+05,6.855290e-02
2.754603e+05,1.161063e-01
2.249177e+05,1.417016e-01
2.604318e+05,1.236515e-01
1.556778e+05,2.046941e-01
6.684783e+05,4.769124e-02
1.537630e+05,2.081733e-01
2.281445e+05,1.396071e-01
1.787932e+05,1.781790e-01
5.767552e+05,5.541577e-02
8.055750e+05,3.951042e-02
5.121784e+05,6.294679e-02
2.245110e+05,1.438703e-01
2.323988e+05,1.388239e-01
1.767826e+05,1.802132e-01
6.517172e+05,4.898457e-02
